record_id,quorum_id_number,tweet,specific_event,location,relationship,vigil,persons_mentioned___1,persons_mentioned___2,persons_mentioned___3,persons_mentioned___4,type_of_shooting___1,type_of_shooting___2,type_of_shooting___3,type_of_shooting___4,type_of_shooting___5,other_shooting,type_of_location___1,type_of_location___2,type_of_location___3,type_of_location___4,type_of_location___5,type_of_location___6,type_of_location___7,other_location,type_of_relationship___1,type_of_relationship___2,type_of_relationship___3,type_of_relationship___4,type_of_relationship___5,type_of_relationship___6,type_of_relationship___7,other_relationship,expressions___1,expressions___2,expressions___3,expressions___4,gcall_to_action,scall_to_action,voting_c2a,victim_race___1,victim_age___1,victim_sex_gender___1,victim_criminal___1,victim_mental___1,victim_veteran___1,victim_stigma___1,victim_age_1___1,victim_age_1___2,victim_age_1___3,victim_age_1___4,victim_race_1___1,victim_race_1___2,victim_race_1___3,victim_race_1___4,victim_race_1___5,victim_race_1___6,victim_race_1___7,victim_race_other,victim_sex_gender1___1,victim_sex_gender1___2,victim_sex_gender1___3,victim_sex_gender1___4,victim_specify_sex___1,victim_specify_sex___2,victim_specify_sex___3,victim_specify_sex___4,victim_specify_sex___5,victim_specify_sex___6,victim_specify_sex___7,victim_specify_sex___8,victim_specify_sex___9,victim_specify_sex___10,victim_specify_sex___11,victim_specify_sex___12,victim_sex_other,victim_mental1___1,victim_mental1___2,victim_mental1___3,victim_mental1___4,victim_mental1___5,victim_mental1___6,victim_mental1___7,victim_mental1___8,victim_mental_other,shooter_race___1,shooter_age___1,shooter_sex_gender___1,shooter_criminal___1,shooter_mental___1,shooter_veteran___1,shooter_stigma___1,shooter_race_1___1,shooter_race_1___2,shooter_race_1___3,shooter_race_1___4,shooter_race_1___5,shooter_race_1___6,shooter_race_1___7,shooter_race_other,shooter_age_1___1,shooter_age_1___2,shooter_age_1___3,shooter_age_1___4,shooter_sex_gender1___1,shooter_sex_gender1___2,shooter_sex_gender1___3,shooter_specify_sex___1,shooter_specify_sex___2,shooter_specify_sex___3,shooter_specify_sex___4,shooter_specify_sex___5,shooter_specify_sex___6,shooter_specify_sex___7,shooter_specify_sex___8,shooter_specify_sex___9,shooter_specify_sex___10,shooter_specify_sex___11,shooter_specify_sex___12,shooter_sex_other,shooter_mental1___1,shooter_mental1___2,shooter_mental1___3,shooter_mental1___4,shooter_mental1___5,shooter_mental1___6,shooter_mental1___7,shooter_mental1___8,shooter_mental_other,framing___1,framing___2,framing___3,framing___4,framing___5,framing___6,framing___7,framing___8,framing___9,framing___10,framing___11,framing___12,framing___13,framing___14,blame___1,blame___2,blame___3,blame___4,blame___5,blame___6,blame___7,blame___8,blame___9,blame___10,blame___11,blame___12,blame___13,blame___14,blame___15,blame___16,blame___17,blame___18,blame___19,blame_party,blame_other,consequences___1,consequences___2,consequences___3,consequences___4,consequences___5,consequences___6,consequences___7,consequences___8,consequences_other,policy___1,policy___2,policy___3,policy___4,policy___5,policy___6,policy___7,policy___8,policy___9,policy___10,policy___11,policy___12,policy___13,policy_restrictive___1,policy_restrictive___2,policy_restrictive___3,policy_restrictive___4,policy_restrictive___5,policy_restrictive___6,policy_restrictive___7,policy_restrictive___8,policy_restrictive___9,policy_restrictive___10,policy_restrictive___11,policy_restrictive___12,policy_restrictive___13,policy_restrictive___14,policy_restrictive___15,policy_restrictive___16,policy_permissive___1,policy_permissive___2,policy_permissive___3,policy_permissive___4,policy_permissive___5,policy_permissive___6,policy_permissive___7,policy_permissive___8,policy_permissive___9,policy_permissive___10,policy_permissive___11,policy_permissive___12,policy_other,addl_notes,xtwitter_coding_instrument_complete,dbl_code,coder,coder_2,coding_assignment_complete
259,282700284,"Let�s get this voting piece done. The ?@PAGOP? has revealed itself, denying freedoms, underfunding schools, trampling on our right to vote, to control our bodies, and blocking common sense gun laws. ?@JoshShapiroPA? for Gov and ?@RepAustinDavis? for Lt. Gov. https://t.co/pTaWu0Xggx",0,0,0,-,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,1,,2
262,208108266,This is an accurate tweet https://t.co/I2aC3oCsZK  J.J. Abbott (@jjabbott): On PA legislature�s agenda: Banning abortion Gun extremism Conspiracy theories Attacking LGBTQ kids and flags Voter suppression Corporate giveaways  Not on the PA legislature�s agenda: Funding education Higher wages Infrastructure investment Paid leave Climate change,0,0,0,-,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,1,,2
263,278277115,"Proud to join @LWVPGH, B-PEP, & other hosts at last night's voter education forum to talk about why I am running and my plan to address gun violence in our communities. First and foremost, we need leaders who show up. Leaders who meet people where they are at. Leaders with plans. https://t.co/Sk0VbD8Kvl",0,0,0,-,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,1,,2
264,54326168,"GovernorTomWolf announced a tribute at the PA State Capitol building for the 11 congregants killed in the Tree of Life Synagogue shooting in Pittsburgh. Tonight, the Capitol lights will be darkened except for a single blue light. https://t.co/ZhOMeJSx6O",1,1,0,-,1,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,1,,2
265,223332185,"$2.6M has recently been awarded to local programs to address gun violence, opioid use & community crime prevention programs.  I'm pleased that numerous organizations in Allegheny Co. have received much needed funding to address these important issues.https://t.co/W2iQfqmzW8",0,1,0,-,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,1,,2
266,243658286,"ICYMI: On Friday, I joined Governor Tom Wolf to announce a grant for the Chester Panthers, to continue their work against gun violence. Community organizations like the Panthers are central to ending the gun violence epidemic, and it�s an honor to support them. https://t.co/NzMtImCihp",0,0,0,-,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,1,,2
267,209524708,"Today, my staff and I (and Bailey!) #WearOrange to raise awareness about gun violence. We have an obligation to take action to prevent gun violence in America. Tell your legislators -- the time to act is now. https://t.co/pv0xldnMco",0,0,0,-,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,1,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,1,,2
268,286760758,"As PA House Republicans cancel session days to avoid voting on gun bills, I ask why?  If their constituents truly don�t want these gun safety measures, why hide from voting against them?  Show constituents where you stand. They deserve to know.",0,0,0,-,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,1,,2
269,51754366,"A man who lost his daughter to gun violence at Parkland tried 2 introduce himself to #SCOTUS nominee Kavanaugh, who refused 2 shake his hand & turned his back on him. This is a disgrace. We're putting someone without basic humanity in the Supreme Court.  https://t.co/LvxOfoBlGE",1,1,0,-,0,0,0,1,1,0,0,0,0,,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,1,,2
271,118576727,"These �ghost guns� that are available at gun shows around the Commonwealth are the �paint by numbers of firearms,� says @PAAttorneyGen. https://t.co/DtWUFCoDir",0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ghost guns are paint by numbers,2,0,5,,2
272,44006878,#WhatsHappeningInHarrisburg - RIGHT NOW the #PaHouse #JudiciaryCommittee begins hearing on **GUN LAWS AND VIOLENCE**!  Watch live: https://t.co/QDoJUBChO3  #GunControl #handsUp #dontShoot https://t.co/QDoJUBChO3,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,hearing for gun laws,2,0,5,,2
273,284449691,Extreme Risk Protective Orders @WayneDFontana and an Assault Weapons Ban from Rep. Gainey. These bills will not see movement until my republican colleagues decide to take gun violence and mass murder seriously.,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,,0,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bills wont move until republicans agree,2,0,5,,2
274,291058378,Inaction is not the antidote to getting things done. I've introduced bills to improve PICS and raise the age for purchasing or possessing a gun. More info below or go to my website at https://t.co/S9hfsrkua8 and click the NEWS tab at the top of the page.https://t.co/bV0l576CUS,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,Inaction,0,0,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,inaction is not the antidote,2,0,5,,2
275,176139074,"Let�s do PA next. @MomsDemand https://t.co/5Q0zhN9yo4  Moms Demand Action (@MomsDemand): ELECTIONS MATTER: Last November, our volunteers worked tirelessly to help elect a Gun Sense Majority in the Virginia General Assembly. Today, one of the most comprehensive gun safety packages in U.S. history becomes law in Virginia. https://t.co/cf3dCuz2dy",0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Gun sense majority in VA,2,0,5,,2
276,124951446,"And lastly, he talked at length about combatting the scourge of #GunViolence in our communities. This was a passionate, heartfelt plea to the PA House and Senate to get on board with commonsense gun safety measures",0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,1,0,0,0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"commen sense gun safety, scourge of gun violence",2,0,5,,2
277,55958945,"Representative Dan Frankel lives in and represents Squirrel Hill, the site of the shooting at the Tree of Life Synagogue in Pittsburgh. Eleven people were killed and others injured. Representative Frankel presented this moving tribute on the Floor of the House of Representatives. https://t.co/yBnYCKEwNa",1,1,0,1,1,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,tribute to Tree of Life on floor of House,2,0,5,,2
278,200048243,"PA elected officials, school leaders, education advocates, religious leaders, students, and teachers rally for Pa. school funding boost as way to curb gun violence https://t.co/CLvWGHwKfL",0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PA school funding,PA school fudning to curb gun violence,2,0,5,,2
279,108537776,I am disappointed that the House Judiciary Committee has been considering legislation that would make our already antiquated gun laws even worse instead of working to protect Pennsylvanians https://t.co/0DvhSCJDtX,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Disappointed in House,2,0,5,,2
280,232521605,"Today, we remember the lives that were tragically taken from us in the Tree of Life shooting. They are gone but will never be forgotten. https://t.co/9txZ7uK6hn",1,1,0,1,1,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,remembrance Tree of Life,2,0,5,,2
281,178809347,Yup. https://t.co/bbZQtJBARG  Senator Jay Costa (@Senatorcosta): What did the #PASenate GOP prioritize this week?  ? Burning plastic ? Expanding open firearm carry during emergencies ? Protecting special interests from COVID liability  Instead of: ? Eviction & foreclosure moratorium extension ? Small business relief ? Paid sick leave,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,,0,0,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Expanding open carry in emergency,2,0,5,,2
282,67038013,"Earlier today I had the pleasure of speaking with the AP Gov�t class at Academy Park HIgh School. We had an in-depth conversation about safer schools, gun control, community involvement, voting laws and much more!  #OurYouth #OurFuture #Delco https://t.co/mlK7s4omTl",0,1,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,speaking with AP govt class,2,0,5,,2
283,118440027,"On this day, we mourn & remember the innocent lives that were taken from us. Let this be a reminder of the dire changes that are needed to create a safe & healthy environment for our children. We must continue to persist and demand real change and real solutions. #EnoughisEnough https://t.co/SFVlPciFhS  Everytown (@Everytown): Seven years ago today, 20 children and six educators had their lives taken by a horrific act of gun violence at Sandy Hook School in Newtown, CT.  We hold the victims, survivors, and Newtown community in our hearts as we all work together to end gun violence in all its forms. https://t.co/BpisQjtLnm",1,1,0,0,1,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,1,1,0,1,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Remembering Sandy Hook, demand real change",2,0,5,,2
